id,postcode,latitude,longitude,isInRightmove,codeRightmove
2872,CH27,53.418339,-3.033129,,
2873,CH28,53.400433,-3.111956,,
2874,CH29,53.390338,-3.179391,,
2875,CH30,53.379056,-3.098456,,
2876,CH31,53.329738,-3.098885,,
2877,CH32,53.361945,-2.99765,,
2878,CH33,53.29055,-3.062639,,
2879,CH34,53.281708,-2.908126,,
2880,CH70,53.192746,-2.92259,,
2881,CH88,53.179571,-2.893891,,
2882,CH99,53.178328,-2.894104,,
2883,CM99,51.735856,0.473009,,
2884,CT50,51.075701,1.149115,,
2885,CW98,53.089331,-2.431667,,
2886,DE99,52.915455,-1.46108,,
2887,DH97,54.779259,-1.578053,,
2888,DH98,54.934641,-1.615103,,
2889,DH99,54.786173,-1.557144,,
2890,DN55,53.512922,-1.125721,,
2891,E77,51.513948,-0.069129,,
2892,E98,51.513678,-0.060885,,
2893,EC1P,51.524503,-0.112088,,
2894,EC4P,51.524503,-0.112088,,
2895,EC50,51.524503,-0.112088,,
2896,EH91,55.923228,-3.305118,,
2897,EH95,55.978621,-3.25352,,
2898,EH99,55.955591,-3.17611,,
2899,FY0,53.754603,-3.00801,,
2900,G58,55.848424,-4.277233,,
2901,G70,55.949409,-3.988955,,
2902,G75,55.729059,-4.186465,,
2903,G79,55.771004,-4.223076,,
2904,G9,55.868635,-4.241903,,
2905,G90,55.872226,-4.233913,,
2906,GU95,51.326293,-0.763075,,
2907,IP98,52.376705,1.116422,,
2908,KY99,56.059361,-3.444143,,
2909,L67,53.42897,-2.958583,,
2910,L68,53.473055,-2.96069,,
2911,L71,53.439492,-2.971429,,
2912,L72,53.4803,-2.988368,,
2913,L73,53.406399,-2.975554,,
2914,L74,53.393801,-2.988061,,
2915,L75,53.438613,-2.985222,,
2916,LE21,52.632649,-1.125237,,
2917,LE41,52.654113,-1.121497,,
2918,LE55,52.690357,-1.290318,,
2919,LE87,52.596957,-1.154074,,
2920,LE94,52.483686,-0.905523,,
2921,LE95,52.606176,-1.19056,,
2922,LS88,53.750785,-1.538965,,
2923,LS98,53.778778,-1.525004,,
2924,LS99,53.78669,-1.592793,,
2925,M50,53.479393,-2.304275,,
2926,M99,53.484512,-2.234866,,
2927,MK77,52.042089,-0.81887,,
2928,N1P,51.538425,-0.103278,,
2929,NE82,54.938084,-1.615518,,
2930,NE83,54.934641,-1.615103,,
2931,NE85,54.921656,-1.554823,,
2932,NE88,54.941776,-1.614988,,
2933,NE92,54.941776,-1.614988,,
2934,NE98,54.972045,-1.598706,,
2935,NG70,53.154588,-1.186926,,
2936,NG80,52.916642,-1.159018,,
2937,NG90,52.927165,-1.191062,,
2938,NW1W,51.530784,-0.13543,,
2939,OL95,53.556338,-2.105401,,
2940,PH37,56.816195,-5.528405,,
2941,PL95,50.364357,-4.104633,,
2942,PR0,53.758805,-2.683907,,
2943,PR11,53.778126,-2.685436,,
2944,S49,53.234341,-1.435594,,
2945,S96,53.403018,-1.427504,,
2946,S97,53.456228,-1.382546,,
2947,S98,53.386626,-1.455184,,
2948,S99,53.404294,-1.430992,,
2949,SA80,51.647958,-3.924033,,
2950,SA99,51.669997,-3.945445,,
2951,SE1P,51.492762,-0.080152,,
2952,SL95,51.497866,-0.532544,,
2953,SN38,51.562764,-1.795298,,
2954,SN99,51.556458,-1.755879,,
2955,SS22,51.55698,0.706823,,
2956,SS99,51.561368,0.608499,,
2957,ST55,53.014751,-2.241151,,
2958,SW99,51.472256,-0.115797,,
2959,TR93,50.129387,-5.50275,,
2960,UB18,51.500719,-0.402684,,
2961,WA55,53.401776,-2.619046,,
2962,WA88,53.367973,-2.768674,,
2963,WR78,52.197683,-2.223496,,
2964,WR99,52.201033,-2.214399,,
2965,YO90,53.9601,-1.089339,,
2966,YO91,53.976598,-1.070367,,
2967,E20,51.538611,-0.016389,,
2968,B99,52.495953,-1.894214,,
2969,BB94,53.915243,-2.138033,,
2970,BD97,53.850509,-1.837421,,
2971,BD98,53.837717,-1.780013,,
2972,BD99,53.79447,-1.766539,,
2973,SL60,51.518556,-0.714794,,
2974,WF90,0,0,,
2975,N81,0,0,,
2976,SW95,0,0,,
2977,RH77,0,0,,
2978,WD99,0,0,,
2979,CR90,0,0,,
2980,SY99,0,0,,
2981,M61,0,0,,
2982,SO97,0,0,,
2983,ME99,0,0,,
2984,CR44,0,0,,
2985,PE99,0,0,,
2986,CM92,0,0,,
2987,CM98,0,0,,
2988,AB99,0,0,,
2989,NW26,0,0,,
2990,NR99,0,0,,
2991,N1C,0,0,,
2992,CA99,54.890923,-2.943847,,
2993,IV99,57.481338,-4.223951,,
2994,BN91,0,0,,
2995,SO25,0,0,,
2996,DL98,0,0,,
2997,EN77,0,0,,
2998,WV99,0,0,,
2999,WV98,0,0,,
3000,S95,0,0,,
3001,PA80,0,0,,
3002,L80,0,0,,
3003,BS0,0,0,,
